"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","444","Values already entered stay on the form when a later field is missing","SauceDemoSuite","Tue Sep 22 16:24:24 UTC 2026","passed","Tue Sep 22 16:24:24 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testEnteredValuesStayWhenValidationFails"
"","200","A blank password asks for the password","SauceDemoSuite","Tue Sep 22 16:23:55 UTC 2026","passed","Tue Sep 22 16:23:56 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testLoginWithBlankPassword"
"","204","Removing the only cart line leaves the cart empty","SauceDemoSuite","Tue Sep 22 16:24:11 UTC 2026","passed","Tue Sep 22 16:24:12 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testRemoveItemFromCart"
"","479","An empty cart overview totals to zero before tax","SauceDemoSuite","Tue Sep 22 16:24:23 UTC 2026","passed","Tue Sep 22 16:24:24 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testEmptyCartOverviewSubtotalIsZero"
"","744","All Items keeps the shopper on the catalog","SauceDemoSuite","Tue Sep 22 16:24:00 UTC 2026","passed","Tue Sep 22 16:24:01 UTC 2026","Tests.HomepageTests","Homepage","Tests.HomepageTests","testAllItemsStaysOnInventory"
"","126","Removing a product from the catalog clears the badge","SauceDemoSuite","Tue Sep 22 16:24:11 UTC 2026","passed","Tue Sep 22 16:24:11 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testRemoveFromCatalogClearsBadge"
"","49","Social links point at Twitter, Facebook, and LinkedIn","SauceDemoSuite","Tue Sep 22 16:24:03 UTC 2026","passed","Tue Sep 22 16:24:03 UTC 2026","Tests.HomepageTests","Homepage","Tests.HomepageTests","testSocialLinks"
"","216","The cart lists the added product with quantity 1 and its price","SauceDemoSuite","Tue Sep 22 16:24:10 UTC 2026","passed","Tue Sep 22 16:24:10 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testCartShowsAddedProduct"
"","748","Every catalog product can be added and then removed","SauceDemoSuite","Tue Sep 22 16:24:33 UTC 2026","passed","Tue Sep 22 16:24:34 UTC 2026","Tests.SauceDemoTest","E2E Test","Tests.SauceDemoTest","testAddingAndRemovingProducts"
"","22","Password characters are masked","SauceDemoSuite","Tue Sep 22 16:23:57 UTC 2026","passed","Tue Sep 22 16:23:57 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testPasswordFieldIsMasked"
"","428","A standard user can sign in","SauceDemoSuite","Tue Sep 22 16:24:30 UTC 2026","passed","Tue Sep 22 16:24:31 UTC 2026","Tests.SauceDemoTest","E2E Test","Tests.SauceDemoTest","testLogin"
"","270","Cancel on the information step returns to the cart and keeps the item","SauceDemoSuite","Tue Sep 22 16:24:16 UTC 2026","passed","Tue Sep 22 16:24:17 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testCancelFromInformationReturnsToCart"
"","311","A product can be reviewed and added to the cart","SauceDemoSuite","Tue Sep 22 16:24:32 UTC 2026","passed","Tue Sep 22 16:24:33 UTC 2026","Tests.SauceDemoTest","E2E Test","Tests.SauceDemoTest","testAddToCart"
"","186","An empty cart can still open checkout","SauceDemoSuite","Tue Sep 22 16:24:19 UTC 2026","passed","Tue Sep 22 16:24:19 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testCheckoutFromEmptyCartOpensInformationForm"
"","764","The menu lists All Items, About, Logout, and Reset App State","SauceDemoSuite","Tue Sep 22 16:24:01 UTC 2026","passed","Tue Sep 22 16:24:02 UTC 2026","Tests.HomepageTests","Homepage","Tests.HomepageTests","testMenuItemsArePresentAndEnabled"
"","1136","A completed order leaves the cart empty","SauceDemoSuite","Tue Sep 22 16:24:17 UTC 2026","passed","Tue Sep 22 16:24:19 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testCartIsEmptyAfterCompletedOrder"
"","274","Adding a product from its details page updates the cart badge","SauceDemoSuite","Tue Sep 22 16:24:08 UTC 2026","passed","Tue Sep 22 16:24:08 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testAddToCartFromProductDetails"
"","105","Add to cart switches the button to Remove and shows a badge of 1","SauceDemoSuite","Tue Sep 22 16:24:07 UTC 2026","passed","Tue Sep 22 16:24:07 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testAddSingleItemUpdatesBadgeAndButton"
"","5","The catalog lists every standard product","SauceDemoSuite","Tue Sep 22 16:24:02 UTC 2026","passed","Tue Sep 22 16:24:02 UTC 2026","Tests.HomepageTests","Homepage","Tests.HomepageTests","testProductCount"
"","241","A locked account shows the locked-out error","SauceDemoSuite","Tue Sep 22 16:23:55 UTC 2026","passed","Tue Sep 22 16:23:55 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testLockedOutUser"
"","149","Continue Shopping from the cart returns to the catalog","SauceDemoSuite","Tue Sep 22 16:24:11 UTC 2026","passed","Tue Sep 22 16:24:11 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testContinueShopping"
"","636","Overview lists the cart item plus payment and shipping values","SauceDemoSuite","Tue Sep 22 16:24:26 UTC 2026","passed","Tue Sep 22 16:24:27 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testOverviewShowsItemAndDeliveryDetails"
"","836","Continuing with every field blank asks for the first name","SauceDemoSuite","Tue Sep 22 16:24:20 UTC 2026","passed","Tue Sep 22 16:24:21 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testCheckoutRequiresFirstName"
"","426","Closing a checkout error hides it and stays on the information step","SauceDemoSuite","Tue Sep 22 16:24:23 UTC 2026","passed","Tue Sep 22 16:24:23 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testDismissCheckoutError"
"","140","Each catalog card shows a name and a dollar price","SauceDemoSuite","Tue Sep 22 16:24:01 UTC 2026","passed","Tue Sep 22 16:24:01 UTC 2026","Tests.HomepageTests","Homepage","Tests.HomepageTests","testEachProductShowsNameAndPrice"
"","251","Name A to Z sorts the catalog ascending","SauceDemoSuite","Tue Sep 22 16:24:03 UTC 2026","passed","Tue Sep 22 16:24:03 UTC 2026","Tests.HomepageTests","Homepage","Tests.HomepageTests","testSortByNameAscending"
"","283","Price low to high sorts the catalog by ascending price","SauceDemoSuite","Tue Sep 22 16:24:04 UTC 2026","passed","Tue Sep 22 16:24:04 UTC 2026","Tests.HomepageTests","Homepage","Tests.HomepageTests","testSortByPriceLowToHigh"
"","1105","Back Home from the complete page returns to the catalog","SauceDemoSuite","Tue Sep 22 16:24:15 UTC 2026","passed","Tue Sep 22 16:24:16 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testBackHomeReturnsToProducts"
"","1007","Logout returns the user to the login form","SauceDemoSuite","Tue Sep 22 16:23:56 UTC 2026","passed","Tue Sep 22 16:23:57 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testLogoutReturnsToLoginForm"
"","929","The cart is still populated after logout and a new login","SauceDemoSuite","Tue Sep 22 16:24:08 UTC 2026","passed","Tue Sep 22 16:24:09 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testCartPersistsAfterLogoutAndLogin"
"","221","Whitespace around the username is not trimmed into a valid login","SauceDemoSuite","Tue Sep 22 16:23:57 UTC 2026","passed","Tue Sep 22 16:23:58 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testUsernameWithSurroundingSpaces"
"","260","Refreshing the inventory page keeps the logged-in session","SauceDemoSuite","Tue Sep 22 16:23:57 UTC 2026","passed","Tue Sep 22 16:23:57 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testSessionSurvivesRefresh"
"","203","Valid credentials land on the inventory page","SauceDemoSuite","Tue Sep 22 16:23:58 UTC 2026","passed","Tue Sep 22 16:23:58 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testValidLogin"
"","61","Login form shows username, password, and the login button","SauceDemoSuite","Tue Sep 22 16:23:55 UTC 2026","passed","Tue Sep 22 16:23:55 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testLoginFormIsDisplayed"
"","289","The cart still holds an item after returning to the catalog","SauceDemoSuite","Tue Sep 22 16:24:10 UTC 2026","passed","Tue Sep 22 16:24:10 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testCartPersistsWhenReturningToProducts"
"","27","The cart icon is visible and empty before anything is added","SauceDemoSuite","Tue Sep 22 16:24:01 UTC 2026","passed","Tue Sep 22 16:24:01 UTC 2026","Tests.HomepageTests","Homepage","Tests.HomepageTests","testCartIconStartsEmpty"
"","837","Reset App State clears the cart","SauceDemoSuite","Tue Sep 22 16:24:12 UTC 2026","passed","Tue Sep 22 16:24:13 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testResetAppStateClearsCart"
"","268","Name Z to A sorts the catalog descending","SauceDemoSuite","Tue Sep 22 16:24:03 UTC 2026","passed","Tue Sep 22 16:24:04 UTC 2026","Tests.HomepageTests","Homepage","Tests.HomepageTests","testSortByNameDescending"
"","482","A postal code made of letters is accepted","SauceDemoSuite","Tue Sep 22 16:24:14 UTC 2026","passed","Tue Sep 22 16:24:15 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testAlphabeticPostalCodeIsAccepted"
"","1584","The catalog menu, sort order, social links, and footer are available","SauceDemoSuite","Tue Sep 22 16:24:31 UTC 2026","passed","Tue Sep 22 16:24:32 UTC 2026","Tests.SauceDemoTest","E2E Test","Tests.SauceDemoTest","checkHomepageContent"
"","865","Every catalog product can be added and then removed from the cart","SauceDemoSuite","Tue Sep 22 16:24:06 UTC 2026","passed","Tue Sep 22 16:24:07 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testAddAllThenRemoveAll"
"","739","Checkout from the cart opens the customer information form","SauceDemoSuite","Tue Sep 22 16:24:19 UTC 2026","passed","Tue Sep 22 16:24:20 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testCheckoutOpensInformationForm"
"","508","Cancel on the overview returns to the catalog and keeps the cart","SauceDemoSuite","Tue Sep 22 16:24:17 UTC 2026","passed","Tue Sep 22 16:24:17 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testCancelFromOverviewKeepsCart"
"","473","Closing the error hides the message and stays on login","SauceDemoSuite","Tue Sep 22 16:23:54 UTC 2026","passed","Tue Sep 22 16:23:54 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testDismissLoginError"
"","129","Opening a product shows its name, description, and price","SauceDemoSuite","Tue Sep 22 16:24:11 UTC 2026","passed","Tue Sep 22 16:24:11 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testProductDetailsMatchCatalog"
"","278","Price high to low sorts the catalog by descending price","SauceDemoSuite","Tue Sep 22 16:24:04 UTC 2026","passed","Tue Sep 22 16:24:04 UTC 2026","Tests.HomepageTests","Homepage","Tests.HomepageTests","testSortByPriceHighToLow"
"","376","A missing last name is reported after the first name is filled","SauceDemoSuite","Tue Sep 22 16:24:21 UTC 2026","passed","Tue Sep 22 16:24:21 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testCheckoutRequiresLastName"
"","236","Unknown username and password show the mismatch error","SauceDemoSuite","Tue Sep 22 16:23:54 UTC 2026","passed","Tue Sep 22 16:23:55 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testInvalidLogin"
