"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","718","Checkout rejects an empty form, then completes a valid order","SauceDemoSuite","Tue Sep 22 16:28:27 UTC 2026","passed","Tue Sep 22 16:28:27 UTC 2026","Tests.SauceDemoTest","E2E Test","Tests.SauceDemoTest","testCheckout"
"","139","Blank username and password report the username first","SauceDemoSuite","Tue Sep 22 16:27:49 UTC 2026","passed","Tue Sep 22 16:27:49 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testLoginWithBlankUsernameAndPassword"
"","227","Inventory cannot be opened without a session","SauceDemoSuite","Tue Sep 22 16:27:47 UTC 2026","passed","Tue Sep 22 16:27:48 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testInventoryRedirectsWhenLoggedOut"
"","659","A completed order leaves the cart empty","SauceDemoSuite","Tue Sep 22 16:28:12 UTC 2026","passed","Tue Sep 22 16:28:12 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testCartIsEmptyAfterCompletedOrder"
"","186","A blank password asks for the password","SauceDemoSuite","Tue Sep 22 16:27:48 UTC 2026","passed","Tue Sep 22 16:27:48 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testLoginWithBlankPassword"
"","304","Name A to Z sorts the catalog ascending","SauceDemoSuite","Tue Sep 22 16:27:56 UTC 2026","passed","Tue Sep 22 16:27:56 UTC 2026","Tests.HomepageTests","Homepage","Tests.HomepageTests","testSortByNameAscending"
"","44","The footer shows the Sauce Labs copyright line","SauceDemoSuite","Tue Sep 22 16:27:54 UTC 2026","passed","Tue Sep 22 16:27:54 UTC 2026","Tests.HomepageTests","Homepage","Tests.HomepageTests","testFooterIsDisplayed"
"","144","Removing a product from the catalog clears the badge","SauceDemoSuite","Tue Sep 22 16:28:05 UTC 2026","passed","Tue Sep 22 16:28:05 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testRemoveFromCatalogClearsBadge"
"","23","Password characters are masked","SauceDemoSuite","Tue Sep 22 16:27:50 UTC 2026","passed","Tue Sep 22 16:27:50 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testPasswordFieldIsMasked"
"","970","Closing a checkout error hides it and stays on the information step","SauceDemoSuite","Tue Sep 22 16:28:16 UTC 2026","passed","Tue Sep 22 16:28:17 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testDismissCheckoutError"
"","919","A missing last name is reported after the first name is filled","SauceDemoSuite","Tue Sep 22 16:28:14 UTC 2026","passed","Tue Sep 22 16:28:15 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testCheckoutRequiresLastName"
"","224","Valid credentials land on the inventory page","SauceDemoSuite","Tue Sep 22 16:27:51 UTC 2026","passed","Tue Sep 22 16:27:51 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testValidLogin"
"","780","Removing one of two cart lines leaves the other product","SauceDemoSuite","Tue Sep 22 16:28:05 UTC 2026","passed","Tue Sep 22 16:28:06 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testRemoveOneOfMultipleCartItems"
"","600","The complete page shows the dispatch message","SauceDemoSuite","Tue Sep 22 16:28:15 UTC 2026","passed","Tue Sep 22 16:28:16 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testCompletePageShowsDispatchMessage"
"","305","Changing the catalog sort does not drop items already in the cart","SauceDemoSuite","Tue Sep 22 16:28:03 UTC 2026","passed","Tue Sep 22 16:28:03 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testCartPersistsAfterSorting"
"","602","Back Home from the complete page returns to the catalog","SauceDemoSuite","Tue Sep 22 16:28:10 UTC 2026","passed","Tue Sep 22 16:28:10 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testBackHomeReturnsToProducts"
"","468","A missing postal code is reported after the name fields are filled","SauceDemoSuite","Tue Sep 22 16:28:15 UTC 2026","passed","Tue Sep 22 16:28:15 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testCheckoutRequiresPostalCode"
"","236","Whitespace around the username is not trimmed into a valid login","SauceDemoSuite","Tue Sep 22 16:27:50 UTC 2026","passed","Tue Sep 22 16:27:51 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testUsernameWithSurroundingSpaces"
"","536","Values already entered stay on the form when a later field is missing","SauceDemoSuite","Tue Sep 22 16:28:18 UTC 2026","passed","Tue Sep 22 16:28:19 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testEnteredValuesStayWhenValidationFails"
"","226","Unknown username and password show the mismatch error","SauceDemoSuite","Tue Sep 22 16:27:47 UTC 2026","passed","Tue Sep 22 16:27:47 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testInvalidLogin"
"","880","Every catalog product can be added and then removed from the cart","SauceDemoSuite","Tue Sep 22 16:27:59 UTC 2026","passed","Tue Sep 22 16:28:00 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testAddAllThenRemoveAll"
"","601","Overview total equals subtotal plus tax","SauceDemoSuite","Tue Sep 22 16:28:22 UTC 2026","passed","Tue Sep 22 16:28:23 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testTotalEqualsSubtotalPlusTax"
"","268","Refreshing the inventory page keeps the logged-in session","SauceDemoSuite","Tue Sep 22 16:27:50 UTC 2026","passed","Tue Sep 22 16:27:50 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testSessionSurvivesRefresh"
"","758","Closing the error hides the message and stays on login","SauceDemoSuite","Tue Sep 22 16:27:46 UTC 2026","passed","Tue Sep 22 16:27:47 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testDismissLoginError"
"","102","Add to cart switches the button to Remove and shows a badge of 1","SauceDemoSuite","Tue Sep 22 16:28:00 UTC 2026","passed","Tue Sep 22 16:28:00 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testAddSingleItemUpdatesBadgeAndButton"
"","263","Checkout from the cart opens the customer information form","SauceDemoSuite","Tue Sep 22 16:28:13 UTC 2026","passed","Tue Sep 22 16:28:13 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testCheckoutOpensInformationForm"
"","295","Price high to low sorts the catalog by descending price","SauceDemoSuite","Tue Sep 22 16:27:57 UTC 2026","passed","Tue Sep 22 16:27:57 UTC 2026","Tests.HomepageTests","Homepage","Tests.HomepageTests","testSortByPriceHighToLow"
"","25","The cart icon is visible and empty before anything is added","SauceDemoSuite","Tue Sep 22 16:27:54 UTC 2026","passed","Tue Sep 22 16:27:54 UTC 2026","Tests.HomepageTests","Homepage","Tests.HomepageTests","testCartIconStartsEmpty"
"","1358","Reset App State clears the cart","SauceDemoSuite","Tue Sep 22 16:28:06 UTC 2026","passed","Tue Sep 22 16:28:08 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testResetAppStateClearsCart"
"","220","A valid username with the wrong password is rejected","SauceDemoSuite","Tue Sep 22 16:27:51 UTC 2026","passed","Tue Sep 22 16:27:51 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testWrongPasswordOnly"
"","551","Cancel on the overview returns to the catalog and keeps the cart","SauceDemoSuite","Tue Sep 22 16:28:11 UTC 2026","passed","Tue Sep 22 16:28:11 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testCancelFromOverviewKeepsCart"
"","317","A product can be reviewed and added to the cart","SauceDemoSuite","Tue Sep 22 16:28:26 UTC 2026","passed","Tue Sep 22 16:28:27 UTC 2026","Tests.SauceDemoTest","E2E Test","Tests.SauceDemoTest","testAddToCart"
"","153","Continue Shopping from the cart returns to the catalog","SauceDemoSuite","Tue Sep 22 16:28:04 UTC 2026","passed","Tue Sep 22 16:28:04 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testContinueShopping"
"","296","The cart still holds an item after returning to the catalog","SauceDemoSuite","Tue Sep 22 16:28:03 UTC 2026","passed","Tue Sep 22 16:28:04 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testCartPersistsWhenReturningToProducts"
"","5","The catalog lists every standard product","SauceDemoSuite","Tue Sep 22 16:27:55 UTC 2026","passed","Tue Sep 22 16:27:55 UTC 2026","Tests.HomepageTests","Homepage","Tests.HomepageTests","testProductCount"
"","282","Adding a product from its details page updates the cart badge","SauceDemoSuite","Tue Sep 22 16:28:01 UTC 2026","passed","Tue Sep 22 16:28:01 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testAddToCartFromProductDetails"
"","12","Inventory heading is Products","SauceDemoSuite","Tue Sep 22 16:27:56 UTC 2026","passed","Tue Sep 22 16:27:56 UTC 2026","Tests.HomepageTests","Homepage","Tests.HomepageTests","testProductsHeading"
"","202","An empty cart can still open checkout","SauceDemoSuite","Tue Sep 22 16:28:12 UTC 2026","passed","Tue Sep 22 16:28:13 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testCheckoutFromEmptyCartOpensInformationForm"
"","287","Name Z to A sorts the catalog descending","SauceDemoSuite","Tue Sep 22 16:27:56 UTC 2026","passed","Tue Sep 22 16:27:57 UTC 2026","Tests.HomepageTests","Homepage","Tests.HomepageTests","testSortByNameDescending"
"","283","Cancel on the information step returns to the cart and keeps the item","SauceDemoSuite","Tue Sep 22 16:28:10 UTC 2026","passed","Tue Sep 22 16:28:11 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testCancelFromInformationReturnsToCart"
"","588","A postal code made of letters is accepted","SauceDemoSuite","Tue Sep 22 16:28:09 UTC 2026","passed","Tue Sep 22 16:28:10 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testAlphabeticPostalCodeIsAccepted"
