"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1070","A product can be reviewed and added to the cart","SauceDemoSuite","Wed Sep 23 15:40:02 UTC 2026","passed","Wed Sep 23 15:40:03 UTC 2026","Tests.SauceDemoTest","E2E Test","Tests.SauceDemoTest","testAddToCart"
"","621","Adding two products sets the badge and cart lines to 2","SauceDemoSuite","Wed Sep 23 15:40:02 UTC 2026","passed","Wed Sep 23 15:40:02 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testAddMultipleProducts"
"","1064","Name A to Z sorts the catalog ascending","SauceDemoSuite","Wed Sep 23 15:40:04 UTC 2026","passed","Wed Sep 23 15:40:05 UTC 2026","Tests.HomepageTests","Homepage","Tests.HomepageTests","testSortByNameAscending"
"","2322","Every catalog product can be added and then removed","SauceDemoSuite","Wed Sep 23 15:40:06 UTC 2026","passed","Wed Sep 23 15:40:08 UTC 2026","Tests.SauceDemoTest","E2E Test","Tests.SauceDemoTest","testAddingAndRemovingProducts"
"","264","The cart lists the added product with quantity 1 and its price","SauceDemoSuite","Wed Sep 23 15:40:10 UTC 2026","passed","Wed Sep 23 15:40:10 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testCartShowsAddedProduct"
"","152","Opening a product shows its name, description, and price","SauceDemoSuite","Wed Sep 23 15:40:11 UTC 2026","passed","Wed Sep 23 15:40:11 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testProductDetailsMatchCatalog"
"","645","Price high to low sorts the catalog by descending price","SauceDemoSuite","Wed Sep 23 15:40:07 UTC 2026","passed","Wed Sep 23 15:40:08 UTC 2026","Tests.HomepageTests","Homepage","Tests.HomepageTests","testSortByPriceHighToLow"
"","516","Overview total equals subtotal plus tax","SauceDemoSuite","Wed Sep 23 15:40:17 UTC 2026","passed","Wed Sep 23 15:40:17 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testTotalEqualsSubtotalPlusTax"
"","916","Whitespace around the username is not trimmed into a valid login","SauceDemoSuite","Wed Sep 23 15:40:05 UTC 2026","passed","Wed Sep 23 15:40:06 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testUsernameWithSurroundingSpaces"
"","625","A missing last name is reported after the first name is filled","SauceDemoSuite","Wed Sep 23 15:40:10 UTC 2026","passed","Wed Sep 23 15:40:11 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testCheckoutRequiresLastName"
"","529","Continuing with every field blank asks for the first name","SauceDemoSuite","Wed Sep 23 15:40:10 UTC 2026","passed","Wed Sep 23 15:40:10 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testCheckoutRequiresFirstName"
"","720","All Items keeps the shopper on the catalog","SauceDemoSuite","Wed Sep 23 15:39:58 UTC 2026","passed","Wed Sep 23 15:39:59 UTC 2026","Tests.HomepageTests","Homepage","Tests.HomepageTests","testAllItemsStaysOnInventory"
"","386","Removing one of two cart lines leaves the other product","SauceDemoSuite","Wed Sep 23 15:40:12 UTC 2026","passed","Wed Sep 23 15:40:12 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testRemoveOneOfMultipleCartItems"
"","1809","Cancel on the overview returns to the catalog and keeps the cart","SauceDemoSuite","Wed Sep 23 15:40:04 UTC 2026","passed","Wed Sep 23 15:40:06 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testCancelFromOverviewKeepsCart"
"","819","Adding a product from its details page updates the cart badge","SauceDemoSuite","Wed Sep 23 15:40:03 UTC 2026","passed","Wed Sep 23 15:40:04 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testAddToCartFromProductDetails"
"","811","Cancel on the information step returns to the cart and keeps the item","SauceDemoSuite","Wed Sep 23 15:40:03 UTC 2026","passed","Wed Sep 23 15:40:04 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testCancelFromInformationReturnsToCart"
"","443","The cart still holds an item after returning to the catalog","SauceDemoSuite","Wed Sep 23 15:40:09 UTC 2026","passed","Wed Sep 23 15:40:09 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testCartPersistsWhenReturningToProducts"
"","1002","Reset App State clears the cart","SauceDemoSuite","Wed Sep 23 15:40:12 UTC 2026","passed","Wed Sep 23 15:40:13 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testResetAppStateClearsCart"
"","1751","Back Home from the complete page returns to the catalog","SauceDemoSuite","Wed Sep 23 15:40:00 UTC 2026","passed","Wed Sep 23 15:40:02 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testBackHomeReturnsToProducts"
"","524","Finish shows the thank-you header","SauceDemoSuite","Wed Sep 23 15:40:15 UTC 2026","passed","Wed Sep 23 15:40:15 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testFinishShowsThankYouHeader"
"","355","Each catalog card shows a name and a dollar price","SauceDemoSuite","Wed Sep 23 15:40:00 UTC 2026","passed","Wed Sep 23 15:40:00 UTC 2026","Tests.HomepageTests","Homepage","Tests.HomepageTests","testEachProductShowsNameAndPrice"
"","570","Back to products returns to the catalog","SauceDemoSuite","Wed Sep 23 15:40:05 UTC 2026","passed","Wed Sep 23 15:40:05 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testBackToProducts"
"","131","Login form shows username, password, and the login button","SauceDemoSuite","Wed Sep 23 15:40:00 UTC 2026","passed","Wed Sep 23 15:40:00 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testLoginFormIsDisplayed"
"","38","Inventory heading is Products","SauceDemoSuite","Wed Sep 23 15:40:03 UTC 2026","passed","Wed Sep 23 15:40:03 UTC 2026","Tests.HomepageTests","Homepage","Tests.HomepageTests","testProductsHeading"
"","432","A blank username asks for the username","SauceDemoSuite","Wed Sep 23 15:40:01 UTC 2026","passed","Wed Sep 23 15:40:01 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testLoginWithBlankUsername"
"","245","Add to cart switches the button to Remove and shows a badge of 1","SauceDemoSuite","Wed Sep 23 15:40:03 UTC 2026","passed","Wed Sep 23 15:40:03 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testAddSingleItemUpdatesBadgeAndButton"
"","1853","Logout returns the user to the login form","SauceDemoSuite","Wed Sep 23 15:40:02 UTC 2026","passed","Wed Sep 23 15:40:04 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testLogoutReturnsToLoginForm"
"","91","The footer shows the Sauce Labs copyright line","SauceDemoSuite","Wed Sep 23 15:40:01 UTC 2026","passed","Wed Sep 23 15:40:01 UTC 2026","Tests.HomepageTests","Homepage","Tests.HomepageTests","testFooterIsDisplayed"
"","3800","The catalog menu, sort order, social links, and footer are available","SauceDemoSuite","Wed Sep 23 15:39:58 UTC 2026","passed","Wed Sep 23 15:40:02 UTC 2026","Tests.SauceDemoTest","E2E Test","Tests.SauceDemoTest","checkHomepageContent"
"","451","Valid customer information opens the overview","SauceDemoSuite","Wed Sep 23 15:40:17 UTC 2026","passed","Wed Sep 23 15:40:18 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testValidInformationOpensOverview"
"","717","The complete page shows the dispatch message","SauceDemoSuite","Wed Sep 23 15:40:12 UTC 2026","passed","Wed Sep 23 15:40:13 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testCompletePageShowsDispatchMessage"
"","158","Social links point at Twitter, Facebook, and LinkedIn","SauceDemoSuite","Wed Sep 23 15:40:04 UTC 2026","passed","Wed Sep 23 15:40:04 UTC 2026","Tests.HomepageTests","Homepage","Tests.HomepageTests","testSocialLinks"
"","518","Valid credentials land on the inventory page","SauceDemoSuite","Wed Sep 23 15:40:06 UTC 2026","passed","Wed Sep 23 15:40:07 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testValidLogin"
"","593","A blank password asks for the password","SauceDemoSuite","Wed Sep 23 15:40:00 UTC 2026","passed","Wed Sep 23 15:40:01 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testLoginWithBlankPassword"
"","336","Checkout from the cart opens the customer information form","SauceDemoSuite","Wed Sep 23 15:40:09 UTC 2026","passed","Wed Sep 23 15:40:09 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testCheckoutOpensInformationForm"
"","1732","A completed order leaves the cart empty","SauceDemoSuite","Wed Sep 23 15:40:06 UTC 2026","passed","Wed Sep 23 15:40:08 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testCartIsEmptyAfterCompletedOrder"
"","735","Refreshing the inventory page keeps the logged-in session","SauceDemoSuite","Wed Sep 23 15:40:04 UTC 2026","passed","Wed Sep 23 15:40:05 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testSessionSurvivesRefresh"
"","502","A wrong username with the valid password is rejected","SauceDemoSuite","Wed Sep 23 15:40:07 UTC 2026","passed","Wed Sep 23 15:40:08 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testWrongUsernameOnly"
"","278","Blank username and password report the username first","SauceDemoSuite","Wed Sep 23 15:40:02 UTC 2026","passed","Wed Sep 23 15:40:02 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testLoginWithBlankUsernameAndPassword"
"","1053","Closing the error hides the message and stays on login","SauceDemoSuite","Wed Sep 23 15:39:57 UTC 2026","passed","Wed Sep 23 15:39:58 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testDismissLoginError"
"","206","Removing a product from the catalog clears the badge","SauceDemoSuite","Wed Sep 23 15:40:11 UTC 2026","passed","Wed Sep 23 15:40:11 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testRemoveFromCatalogClearsBadge"
"","523","Overview subtotal matches the prices of the cart items","SauceDemoSuite","Wed Sep 23 15:40:16 UTC 2026","passed","Wed Sep 23 15:40:17 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testSubtotalMatchesItemPrices"
"","448","Values already entered stay on the form when a later field is missing","SauceDemoSuite","Wed Sep 23 15:40:14 UTC 2026","passed","Wed Sep 23 15:40:15 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testEnteredValuesStayWhenValidationFails"
"","250","Removing the only cart line leaves the cart empty","SauceDemoSuite","Wed Sep 23 15:40:11 UTC 2026","passed","Wed Sep 23 15:40:12 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testRemoveItemFromCart"
"","242","The same product cannot be added a second time while it is in the cart","SauceDemoSuite","Wed Sep 23 15:40:01 UTC 2026","passed","Wed Sep 23 15:40:01 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testAddButtonTogglesInsteadOfDuplicating"
"","461","An empty cart overview totals to zero before tax","SauceDemoSuite","Wed Sep 23 15:40:14 UTC 2026","passed","Wed Sep 23 15:40:14 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testEmptyCartOverviewSubtotalIsZero"
"","338","Inventory cannot be opened without a session","SauceDemoSuite","Wed Sep 23 15:39:59 UTC 2026","passed","Wed Sep 23 15:39:59 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testInventoryRedirectsWhenLoggedOut"
"","542","Closing a checkout error hides it and stays on the information step","SauceDemoSuite","Wed Sep 23 15:40:13 UTC 2026","passed","Wed Sep 23 15:40:13 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testDismissCheckoutError"
"","50","The cart icon is visible and empty before anything is added","SauceDemoSuite","Wed Sep 23 15:39:59 UTC 2026","passed","Wed Sep 23 15:39:59 UTC 2026","Tests.HomepageTests","Homepage","Tests.HomepageTests","testCartIconStartsEmpty"
"","441","Price low to high sorts the catalog by ascending price","SauceDemoSuite","Wed Sep 23 15:40:08 UTC 2026","passed","Wed Sep 23 15:40:09 UTC 2026","Tests.HomepageTests","Homepage","Tests.HomepageTests","testSortByPriceLowToHigh"
"","347","An empty cart can still open checkout","SauceDemoSuite","Wed Sep 23 15:40:08 UTC 2026","passed","Wed Sep 23 15:40:09 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testCheckoutFromEmptyCartOpensInformationForm"
"","605","A locked account shows the locked-out error","SauceDemoSuite","Wed Sep 23 15:39:59 UTC 2026","passed","Wed Sep 23 15:40:00 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testLockedOutUser"
"","2717","Checkout rejects an empty form, then completes a valid order","SauceDemoSuite","Wed Sep 23 15:40:03 UTC 2026","passed","Wed Sep 23 15:40:06 UTC 2026","Tests.SauceDemoTest","E2E Test","Tests.SauceDemoTest","testCheckout"
