"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","320","A standard user can sign in","SauceDemoSuite","Tue Sep 22 16:21:56 UTC 2026","passed","Tue Sep 22 16:21:57 UTC 2026","Tests.SauceDemoTest","E2E Test","Tests.SauceDemoTest","testLogin"
"","493","Overview total equals subtotal plus tax","SauceDemoSuite","Tue Sep 22 16:21:54 UTC 2026","passed","Tue Sep 22 16:21:54 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testTotalEqualsSubtotalPlusTax"
"","746","Checkout rejects an empty form, then completes a valid order","SauceDemoSuite","Tue Sep 22 16:21:58 UTC 2026","passed","Tue Sep 22 16:21:59 UTC 2026","Tests.SauceDemoTest","E2E Test","Tests.SauceDemoTest","testCheckout"
"","178","A blank username asks for the username","SauceDemoSuite","Tue Sep 22 16:21:23 UTC 2026","passed","Tue Sep 22 16:21:23 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testLoginWithBlankUsername"
"","217","Unknown username and password show the mismatch error","SauceDemoSuite","Tue Sep 22 16:21:22 UTC 2026","passed","Tue Sep 22 16:21:22 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testInvalidLogin"
"","596","The complete page shows the dispatch message","SauceDemoSuite","Tue Sep 22 16:21:49 UTC 2026","passed","Tue Sep 22 16:21:49 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testCompletePageShowsDispatchMessage"
"","596","Cancel on the overview returns to the catalog and keeps the cart","SauceDemoSuite","Tue Sep 22 16:21:44 UTC 2026","passed","Tue Sep 22 16:21:44 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testCancelFromOverviewKeepsCart"
"","250","Adding two products sets the badge and cart lines to 2","SauceDemoSuite","Tue Sep 22 16:21:34 UTC 2026","passed","Tue Sep 22 16:21:34 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testAddMultipleProducts"
"","889","Reset App State clears the cart","SauceDemoSuite","Tue Sep 22 16:21:40 UTC 2026","passed","Tue Sep 22 16:21:40 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testResetAppStateClearsCart"
"","264","Checkout from the cart opens the customer information form","SauceDemoSuite","Tue Sep 22 16:21:46 UTC 2026","passed","Tue Sep 22 16:21:46 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testCheckoutOpensInformationForm"
"","393","Continuing with every field blank asks for the first name","SauceDemoSuite","Tue Sep 22 16:21:46 UTC 2026","passed","Tue Sep 22 16:21:47 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testCheckoutRequiresFirstName"
